Edges, Generation, Pheromone
oj, 35, 0.000000
ie, 35, 0.000000
kj, 35, 0.000000
ml, 35, 0.000000
qp, 35, 0.000000
cd, 35, 4.524887
ad, 35, 4.524887
eh, 35, 0.000000
qv, 35, 0.000000
gn, 35, 0.000000
gr, 35, 0.000000
kv, 35, 0.000000
mx, 35, 0.000000
ta, 35, 0.000000
es, 35, 0.000000
iz, 35, 0.000000
ax, 35, 0.000000
cz, 35, 4.524887
lf, 35, 0.000000
fg, 36, 0.000000
rs, 36, 0.000000
ln, 36, 0.000000
tv, 36, 0.000000
fi, 36, 0.000000
pu, 36, 0.000000
rw, 36, 0.000000
bh, 36, 0.000000
pv, 36, 0.000000
ya, 36, 0.000000
ju, 36, 0.000000
yf, 36, 0.000000
jy, 36, 0.000000
bw, 36, 0.000000
od, 36, 0.000000
oj, 36, 0.000000
ie, 36, 0.000000
kj, 36, 0.000000
ml, 36, 0.000000
qp, 36, 0.000000
cd, 36, 4.524887
ad, 36, 4.524887
eh, 36, 0.000000
qv, 36, 0.000000
gn, 36, 0.000000
gr, 36, 0.000000
kv, 36, 0.000000
mx, 36, 0.000000
ta, 36, 0.000000
es, 36, 0.000000
iz, 36, 0.000000
ax, 36, 0.000000
cz, 36, 4.524887
lf, 36, 0.000000
fg, 37, 0.000000
rs, 37, 0.000000
ln, 37, 0.000000
tv, 37, 0.000000
fi, 37, 0.000000
pu, 37, 0.000000
rw, 37, 0.000000
bh, 37, 0.000000
pv, 37, 0.000000
ya, 37, 0.000000
ju, 37, 0.000000
yf, 37, 0.000000
jy, 37, 0.000000
bw, 37, 0.000000
od, 37, 0.000000
oj, 37, 0.000000
ie, 37, 0.000000
kj, 37, 0.000000
ml, 37, 0.000000
qp, 37, 0.000000
cd, 37, 4.524887
ad, 37, 4.524887
eh, 37, 0.000000
qv, 37, 0.000000
gn, 37, 0.000000
gr, 37, 0.000000
kv, 37, 0.000000
mx, 37, 0.000000
ta, 37, 0.000000
es, 37, 0.000000
iz, 37, 0.000000
ax, 37, 0.000000
cz, 37, 4.524887
lf, 37, 0.000000
fg, 38, 0.000000
rs, 38, 0.000000
ln, 38, 0.000000
tv, 38, 0.000000
fi, 38, 0.000000
pu, 38, 0.000000
rw, 38, 0.000000
bh, 38, 0.000000
pv, 38, 0.000000
ya, 38, 0.000000
ju, 38, 0.000000
yf, 38, 0.000000
jy, 38, 0.000000
bw, 38, 0.000000
od, 38, 0.000000
oj, 38, 0.000000
ie, 38, 0.000000
kj, 38, 0.000000
ml, 38, 0.000000
qp, 38, 0.000000
cd, 38, 4.524887
ad, 38, 4.524887
eh, 38, 0.000000
qv, 38, 0.000000
gn, 38, 0.000000
gr, 38, 0.000000
kv, 38, 0.000000
mx, 38, 0.000000
ta, 38, 0.000000
es, 38, 0.000000
iz, 38, 0.000000
ax, 38, 0.000000
cz, 38, 4.524887
lf, 38, 0.000000
fg, 39, 0.000000
rs, 39, 0.000000
ln, 39, 0.000000
tv, 39, 0.000000
fi, 39, 0.000000
pu, 39, 0.000000
rw, 39, 0.000000
bh, 39, 0.000000
pv, 39, 0.000000
ya, 39, 0.000000
ju, 39, 0.000000
yf, 39, 0.000000
jy, 39, 0.000000
bw, 39, 0.000000
od, 39, 0.000000
oj, 39, 0.000000
ie, 39, 0.000000
kj, 39, 0.000000
ml, 39, 0.000000
qp, 39, 0.000000
cd, 39, 4.524887
ad, 39, 4.524887
eh, 39, 0.000000
qv, 39, 0.000000
gn, 39, 0.000000
gr, 39, 0.000000
kv, 39, 0.000000
mx, 39, 0.000000
ta, 39, 0.000000
es, 39, 0.000000
iz, 39, 0.000000
ax, 39, 0.000000
cz, 39, 4.524887
lf, 39, 0.000000
fg, 40, 0.000000
rs, 40, 0.000000
ln, 40, 0.000000
tv, 40, 0.000000
fi, 40, 0.000000
pu, 40, 0.000000
rw, 40, 0.000000
bh, 40, 0.000000
pv, 40, 0.000000
ya, 40, 0.000000
ju, 40, 0.000000
yf, 40, 0.000000
jy, 40, 0.000000
bw, 40, 0.000000
od, 40, 0.000000
oj, 40, 0.000000
ie, 40, 0.000000
kj, 40, 0.000000
ml, 40, 0.000000
qp, 40, 0.000000
cd, 40, 4.524887
ad, 40, 4.524887
eh, 40, 0.000000
qv, 40, 0.000000
gn, 40, 0.000000
gr, 40, 0.000000
kv, 40, 0.000000
mx, 40, 0.000000
ta, 40, 0.000000
es, 40, 0.000000
iz, 40, 0.000000
ax, 40, 0.000000
cz, 40, 4.524887
lf, 40, 0.000000
fg, 41, 0.000000
rs, 41, 0.000000
ln, 41, 0.000000
tv, 41, 0.000000
fi, 41, 0.000000
pu, 41, 0.000000
rw, 41, 0.000000
bh, 41, 0.000000
pv, 41, 0.000000
ya, 41, 0.000000
ju, 41, 0.000000
yf, 41, 0.000000
jy, 41, 0.000000
bw, 41, 0.000000
od, 41, 0.000000
oj, 41, 0.000000
ie, 41, 0.000000
kj, 41, 0.000000
ml, 41, 0.000000
qp, 41, 0.000000
cd, 41, 4.524887
ad, 41, 4.524887
eh, 41, 0.000000
qv, 41, 0.000000
gn, 41, 0.000000
gr, 41, 0.000000
kv, 41, 0.000000
mx, 41, 0.000000
ta, 41, 0.000000
es, 41, 0.000000
iz, 41, 0.000000
ax, 41, 0.000000
cz, 41, 4.524887
lf, 41, 0.000000
fg, 42, 0.000000
rs, 42, 0.000000
ln, 42, 0.000000
tv, 42, 0.000000
fi, 42, 0.000000
pu, 42, 0.000000
rw, 42, 0.000000
bh, 42, 0.000000
pv, 42, 0.000000
ya, 42, 0.000000
ju, 42, 0.000000
yf, 42, 0.000000
jy, 42, 0.000000
bw, 42, 0.000000
od, 42, 0.000000
oj, 42, 0.000000
ie, 42, 0.000000
kj, 42, 0.000000
ml, 42, 0.000000
qp, 42, 0.000000
cd, 42, 4.524887
ad, 42, 4.524887
eh, 42, 0.000000
qv, 42, 0.000000
gn, 42, 0.000000
gr, 42, 0.000000
kv, 42, 0.000000
mx, 42, 0.000000
ta, 42, 0.000000
es, 42, 0.000000
iz, 42, 0.000000
ax, 42, 0.000000
cz, 42, 4.524887
lf, 42, 0.000000
fg, 43, 0.000000
rs, 43, 0.000000
ln, 43, 0.000000
tv, 43, 0.000000
fi, 43, 0.000000
pu, 43, 0.000000
rw, 43, 0.000000
bh, 43, 0.000000
pv, 43, 0.000000
ya, 43, 0.000000
ju, 43, 0.000000
yf, 43, 0.000000
jy, 43, 0.000000
bw, 43, 0.000000
od, 43, 0.000000
oj, 43, 0.000000
ie, 43, 0.000000
kj, 43, 0.000000
ml, 43, 0.000000
qp, 43, 0.000000
cd, 43, 4.524887
ad, 43, 4.524887
eh, 43, 0.000000
qv, 43, 0.000000
gn, 43, 0.000000
gr, 43, 0.000000
kv, 43, 0.000000
mx, 43, 0.000000
ta, 43, 0.000000
es, 43, 0.000000
iz, 43, 0.000000
ax, 43, 0.000000
cz, 43, 4.524887
lf, 43, 0.000000
fg, 44, 0.000000
rs, 44, 0.000000
ln, 44, 0.000000
tv, 44, 0.000000
fi, 44, 0.000000
pu, 44, 0.000000
rw, 44, 0.000000
bh, 44, 0.000000
pv, 44, 0.000000
ya, 44, 0.000000
ju, 44, 0.000000
yf, 44, 0.000000
jy, 44, 0.000000
bw, 44, 0.000000
od, 44, 0.000000
oj, 44, 0.000000
ie, 44, 0.000000
kj, 44, 0.000000
ml, 44, 0.000000
qp, 44, 0.000000
cd, 44, 4.524887
ad, 44, 4.524887
eh, 44, 0.000000
qv, 44, 0.000000
gn, 44, 0.000000
gr, 44, 0.000000
kv, 44, 0.000000
mx, 44, 0.000000
ta, 44, 0.000000
es, 44, 0.000000
iz, 44, 0.000000
ax, 44, 0.000000
cz, 44, 4.524887
lf, 44, 0.000000
fg, 45, 0.000000
rs, 45, 0.000000
ln, 45, 0.000000
tv, 45, 0.000000
fi, 45, 0.000000
pu, 45, 0.000000
rw, 45, 0.000000
bh, 45, 0.000000
pv, 45, 0.000000
ya, 45, 0.000000
ju, 45, 0.000000
yf, 45, 0.000000
jy, 45, 0.000000
bw, 45, 0.000000
od, 45, 0.000000
oj, 45, 0.000000
ie, 45, 0.000000
kj, 45, 0.000000
ml, 45, 0.000000
qp, 45, 0.000000
cd, 45, 4.524887
ad, 45, 4.524887
eh, 45, 0.000000
qv, 45, 0.000000
gn, 45, 0.000000
gr, 45, 0.000000
kv, 45, 0.000000
mx, 45, 0.000000
ta, 45, 0.000000
es, 45, 0.000000
iz, 45, 0.000000
ax, 45, 0.000000
cz, 45, 4.524887
lf, 45, 0.000000
fg, 46, 0.000000
rs, 46, 0.000000
ln, 46, 0.000000
tv, 46, 0.000000
fi, 46, 0.000000
pu, 46, 0.000000
rw, 46, 0.000000
bh, 46, 0.000000
pv, 46, 0.000000
ya, 46, 0.000000
ju, 46, 0.000000
yf, 46, 0.000000
jy, 46, 0.000000
bw, 46, 0.000000
od, 46, 0.000000
oj, 46, 0.000000
ie, 46, 0.000000
kj, 46, 0.000000
ml, 46, 0.000000
qp, 46, 0.000000
cd, 46, 4.524887
ad, 46, 4.524887
eh, 46, 0.000000
qv, 46, 0.000000
gn, 46, 0.000000
gr, 46, 0.000000
kv, 46, 0.000000
mx, 46, 0.000000
ta, 46, 0.000000
es, 46, 0.000000
iz, 46, 0.000000
ax, 46, 0.000000
cz, 46, 4.524887
lf, 46, 0.000000
fg, 47, 0.000000
rs, 47, 0.000000
ln, 47, 0.000000
tv, 47, 0.000000
fi, 47, 0.000000
pu, 47, 0.000000
rw, 47, 0.000000
bh, 47, 0.000000
pv, 47, 0.000000
ya, 47, 0.000000
ju, 47, 0.000000
yf, 47, 0.000000
jy, 47, 0.000000
bw, 47, 0.000000
od, 47, 0.000000
oj, 47, 0.000000
ie, 47, 0.000000
kj, 47, 0.000000
ml, 47, 0.000000
qp, 47, 0.000000
cd, 47, 4.524887
ad, 47, 4.524887
eh, 47, 0.000000
qv, 47, 0.000000
gn, 47, 0.000000
gr, 47, 0.000000
kv, 47, 0.000000
mx, 47, 0.000000
ta, 47, 0.000000
es, 47, 0.000000
iz, 47, 0.000000
ax, 47, 0.000000
cz, 47, 4.524887
lf, 47, 0.000000
fg, 48, 0.000000
rs, 48, 0.000000
ln, 48, 0.000000
tv, 48, 0.000000
fi, 48, 0.000000
pu, 48, 0.000000
rw, 48, 0.000000
bh, 48, 0.000000
pv, 48, 0.000000
ya, 48, 0.000000
ju, 48, 0.000000
yf, 48, 0.000000
jy, 48, 0.000000
bw, 48, 0.000000
od, 48, 0.000000
oj, 48, 0.000000
ie, 48, 0.000000
kj, 48, 0.000000
ml, 48, 0.000000
qp, 48, 0.000000
cd, 48, 4.524887
ad, 48, 4.524887
eh, 48, 0.000000
qv, 48, 0.000000
gn, 48, 0.000000
gr, 48, 0.000000
kv, 48, 0.000000
mx, 48, 0.000000
ta, 48, 0.000000
es, 48, 0.000000
iz, 48, 0.000000
ax, 48, 0.000000
cz, 48, 4.524887
lf, 48, 0.000000
fg, 49, 0.000000
rs, 49, 0.000000
ln, 49, 0.000000
tv, 49, 0.000000
fi, 49, 0.000000
pu, 49, 0.000000
rw, 49, 0.000000
bh, 49, 0.000000
pv, 49, 0.000000
ya, 49, 0.000000
ju, 49, 0.000000
yf, 49, 0.000000
jy, 49, 0.000000
bw, 49, 0.000000
od, 49, 0.000000
oj, 49, 0.000000
ie, 49, 0.000000
kj, 49, 0.000000
ml, 49, 0.000000
qp, 49, 0.000000
cd, 49, 4.524887
ad, 49, 4.524887
eh, 49, 0.000000
qv, 49, 0.000000
gn, 49, 0.000000
gr, 49, 0.000000
kv, 49, 0.000000
mx, 49, 0.000000
ta, 49, 0.000000
